Date,Day_of_Week,Month,Week_of_the_year,Day_of_month,Is_Weekend,Special_Event,Number_Attended
2020-06-08,Monday,6,24,8,false,true,538
2020-06-09,Tuesday,6,24,9,false,true,869
2020-06-10,Wednesday,6,24,10,false,true,562
2020-06-11,Thursday,6,24,11,false,false,1313
2020-06-12,Friday,6,24,12,false,false,698
2020-06-13,Saturday,6,24,13,true,false,35
2020-06-14,Sunday,6,25,14,true,false,3
2020-06-15,Monday,6,25,15,false,true,538
2020-06-16,Tuesday,6,25,16,false,false,1200
2020-06-17,Wednesday,6,25,17,false,false,234
2020-06-18,Thursday,6,25,18,false,true,1616
2020-06-19,Friday,6,25,19,false,false,481
2020-06-20,Saturday,6,25,20,true,false,16
2020-06-21,Sunday,6,26,21,true,false,3
2020-06-22,Monday,6,26,22,false,true,442
2020-06-23,Tuesday,6,26,23,false,true,1042
2020-06-24,Wednesday,6,26,24,false,true,396
2020-06-25,Thursday,6,26,25,false,true,1581
2020-06-26,Friday,6,26,26,false,true,340
2020-06-27,Saturday,6,26,27,true,true,39
2020-06-28,Sunday,6,27,28,true,false,4
2020-06-29,Monday,6,27,29,false,true,469
2020-06-30,Tuesday,6,27,30,false,true,1622
2020-07-01,Wednesday,7,27,1,false,true,473
2020-07-02,Thursday,7,27,2,false,true,1297
2020-07-03,Friday,7,27,3,false,false,460
2020-07-04,Saturday,7,27,4,true,false,7
2020-07-05,Sunday,7,28,5,true,false,4
2020-07-06,Monday,7,28,6,false,true,439
2020-07-07,Tuesday,7,28,7,false,true,1627
2020-07-08,Wednesday,7,28,8,false,true,284
2020-07-09,Thursday,7,28,9,false,true,1035
2020-07-10,Friday,7,28,10,false,true,594
2020-07-11,Saturday,7,28,11,true,false,17
2020-07-12,Sunday,7,29,12,true,false,3
2020-07-13,Monday,7,29,13,false,true,523
2020-07-14,Tuesday,7,29,14,false,false,1319
2020-07-15,Wednesday,7,29,15,false,true,483
2020-07-16,Thursday,7,29,16,false,false,862
2020-07-17,Friday,7,29,17,false,true,674
2020-07-18,Saturday,7,29,18,true,false,5
2020-07-19,Sunday,7,30,19,true,false,3
2020-07-20,Monday,7,30,20,false,false,359
2020-07-21,Tuesday,7,30,21,false,true,1420
2020-07-22,Wednesday,7,30,22,false,true,634
2020-07-23,Thursday,7,30,23,false,false,1355
2020-07-24,Friday,7,30,24,false,false,686
2020-07-25,Saturday,7,30,25,true,false,32
2020-07-26,Sunday,7,31,26,true,false,5
2020-07-27,Monday,7,31,27,false,true,579
2020-07-28,Tuesday,7,31,28,false,true,1342
2020-07-29,Wednesday,7,31,29,false,true,577
2020-07-30,Thursday,7,31,30,false,true,1690
2020-07-31,Friday,7,31,31,false,false,533
2020-08-01,Saturday,8,31,1,true,false,16
2020-08-02,Sunday,8,32,2,true,false,4
2020-08-03,Monday,8,32,3,false,true,575
2020-08-04,Tuesday,8,32,4,false,false,1084
2020-08-05,Wednesday,8,32,5,false,true,391
2020-08-06,Thursday,8,32,6,false,true,1154
2020-08-07,Friday,8,32,7,false,false,441
2020-08-08,Saturday,8,32,8,true,false,23
2020-08-09,Sunday,8,33,9,true,false,5
2020-08-10,Monday,8,33,10,false,false,450
2020-08-11,Tuesday,8,33,11,false,true,818
2020-08-12,Wednesday,8,33,12,false,false,431
2020-08-13,Thursday,8,33,13,false,true,1514
2020-08-14,Friday,8,33,14,false,false,311
2020-08-15,Saturday,8,33,15,true,false,25
2020-08-16,Sunday,8,34,16,true,true,3
2020-08-17,Monday,8,34,17,false,false,272
2020-08-18,Tuesday,8,34,18,false,true,970
2020-08-19,Wednesday,8,34,19,false,false,310
2020-08-20,Thursday,8,34,20,false,true,1063
2020-08-21,Friday,8,34,21,false,true,544
2020-08-22,Saturday,8,34,22,true,false,48
2020-08-23,Sunday,8,35,23,true,false,3
2020-08-24,Monday,8,35,24,false,false,266
2020-08-25,Tuesday,8,35,25,false,true,1501
2020-08-26,Wednesday,8,35,26,false,true,225
2020-08-27,Thursday,8,35,27,false,false,929
2020-08-28,Friday,8,35,28,false,true,420
2020-08-29,Saturday,8,35,29,true,false,24
2020-08-30,Sunday,8,36,30,true,false,5
2020-08-31,Monday,8,36,31,false,true,276
2020-09-01,Tuesday,9,36,1,false,true,819
2020-09-02,Wednesday,9,36,2,false,true,447
2020-09-03,Thursday,9,36,3,false,true,1302
2020-09-04,Friday,9,36,4,false,false,487
2020-09-05,Saturday,9,36,5,true,true,48
2020-09-06,Sunday,9,37,6,true,false,4
2020-09-07,Monday,9,37,7,false,false,613
2020-09-08,Tuesday,9,37,8,false,true,1362
2020-09-09,Wednesday,9,37,9,false,false,622
2020-09-10,Thursday,9,37,10,false,true,1673
2020-09-11,Friday,9,37,11,false,false,362
2020-09-12,Saturday,9,37,12,true,false,18
2020-09-13,Sunday,9,38,13,true,false,5
2020-09-14,Monday,9,38,14,false,true,696
2020-09-15,Tuesday,9,38,15,false,true,914
2020-09-16,Wednesday,9,38,16,false,false,589
2020-09-17,Thursday,9,38,17,false,false,803
2020-09-18,Friday,9,38,18,false,true,564
2020-09-19,Saturday,9,38,19,true,false,49
2020-09-20,Sunday,9,39,20,true,false,5
2020-09-21,Monday,9,39,21,false,true,584
2020-09-22,Tuesday,9,39,22,false,true,1657
2020-09-23,Wednesday,9,39,23,false,false,664
2020-09-24,Thursday,9,39,24,false,true,1240
2020-09-25,Friday,9,39,25,false,true,444
2020-09-26,Saturday,9,39,26,true,false,33
2020-09-27,Sunday,9,40,27,true,false,3
2020-09-28,Monday,9,40,28,false,false,655
2020-09-29,Tuesday,9,40,29,false,true,869
2020-09-30,Wednesday,9,40,30,false,true,559
2020-10-01,Thursday,10,40,1,false,true,1561
2020-10-02,Friday,10,40,2,false,true,440
2020-10-03,Saturday,10,40,3,true,false,27
2020-10-04,Sunday,10,41,4,true,false,4
2020-10-05,Monday,10,41,5,false,false,637
2020-10-06,Tuesday,10,41,6,false,true,1724
2020-10-07,Wednesday,10,41,7,false,true,334
2020-10-08,Thursday,10,41,8,false,true,1692
2020-10-09,Friday,10,41,9,false,true,372
2020-10-10,Saturday,10,41,10,true,true,49
2020-10-11,Sunday,10,42,11,true,true,5
2020-10-12,Monday,10,42,12,false,true,543
2020-10-13,Tuesday,10,42,13,false,true,1009
2020-10-14,Wednesday,10,42,14,false,true,466
2020-10-15,Thursday,10,42,15,false,true,1592
2020-10-16,Friday,10,42,16,false,true,322
2020-10-17,Saturday,10,42,17,true,false,31
2020-10-18,Sunday,10,43,18,true,false,5
2020-10-19,Monday,10,43,19,false,false,448
2020-10-20,Tuesday,10,43,20,false,true,845
2020-10-21,Wednesday,10,43,21,false,true,640
2020-10-22,Thursday,10,43,22,false,true,1502
2020-10-23,Friday,10,43,23,false,false,513
2020-10-24,Saturday,10,43,24,true,false,48
2020-10-25,Sunday,10,44,25,true,false,3
2020-10-26,Monday,10,44,26,false,true,404
2020-10-27,Tuesday,10,44,27,false,true,942
2020-10-28,Wednesday,10,44,28,false,true,368
2020-10-29,Thursday,10,44,29,false,true,856
2020-10-30,Friday,10,44,30,false,false,565
2020-10-31,Saturday,10,44,31,true,false,10
2020-11-01,Sunday,11,45,1,true,false,3
2020-11-02,Monday,11,45,2,false,false,533
2020-11-03,Tuesday,11,45,3,false,true,844
2020-11-04,Wednesday,11,45,4,false,true,519
2020-11-05,Thursday,11,45,5,false,false,1459
2020-11-06,Friday,11,45,6,false,true,598
2020-11-07,Saturday,11,45,7,true,false,47
2020-11-08,Sunday,11,46,8,true,false,5
2020-11-09,Monday,11,46,9,false,true,359
2020-11-10,Tuesday,11,46,10,false,true,971
2020-11-11,Wednesday,11,46,11,false,false,225
2020-11-12,Thursday,11,46,12,false,false,965
2020-11-13,Friday,11,46,13,false,false,461
2020-11-14,Saturday,11,46,14,true,false,49
2020-11-15,Sunday,11,47,15,true,false,4
2020-11-16,Monday,11,47,16,false,false,496
2020-11-17,Tuesday,11,47,17,false,false,889
2020-11-18,Wednesday,11,47,18,false,true,420
2020-11-19,Thursday,11,47,19,false,true,1530
2020-11-20,Friday,11,47,20,false,false,390
2020-11-21,Saturday,11,47,21,true,false,39
2020-11-22,Sunday,11,48,22,true,true,5
2020-11-23,Monday,11,48,23,false,false,423
2020-11-24,Tuesday,11,48,24,false,false,804
2020-11-25,Wednesday,11,48,25,false,true,343
2020-11-26,Thursday,11,48,26,false,false,1643
2020-11-27,Friday,11,48,27,false,true,505
2020-11-28,Saturday,11,48,28,true,false,13
2020-11-29,Sunday,11,49,29,true,false,3
2020-11-30,Monday,11,49,30,false,true,626
2020-12-01,Tuesday,12,49,1,false,true,1526
2020-12-02,Wednesday,12,49,2,false,true,630
2020-12-03,Thursday,12,49,3,false,true,1111
2020-12-04,Friday,12,49,4,false,false,650
2020-12-05,Saturday,12,49,5,true,false,25
2020-12-06,Sunday,12,50,6,true,false,3
2020-12-07,Monday,12,50,7,false,true,478
2020-12-08,Tuesday,12,50,8,false,true,809
2020-12-09,Wednesday,12,50,9,false,true,492
2020-12-10,Thursday,12,50,10,false,false,1130
2020-12-11,Friday,12,50,11,false,true,560
2020-12-12,Saturday,12,50,12,true,true,8
2020-12-13,Sunday,12,51,13,true,false,4
2020-12-14,Monday,12,51,14,false,false,261
2020-12-15,Tuesday,12,51,15,false,true,983
2020-12-16,Wednesday,12,51,16,false,true,617
2020-12-17,Thursday,12,51,17,false,true,1231
2020-12-18,Friday,12,51,18,false,false,500
2020-12-19,Saturday,12,51,19,true,false,9
2020-12-20,Sunday,12,52,20,true,false,3
2020-12-21,Monday,12,52,21,false,true,433
2020-12-22,Tuesday,12,52,22,false,true,1157
2020-12-23,Wednesday,12,52,23,false,true,294
2020-12-24,Thursday,12,52,24,false,true,1368
2020-12-25,Friday,12,52,25,false,true,514
2020-12-26,Saturday,12,52,26,true,false,5
2020-12-27,Sunday,12,53,27,true,false,4
2020-12-28,Monday,12,53,28,false,false,541
2020-12-29,Tuesday,12,53,29,false,true,982
2020-12-30,Wednesday,12,53,30,false,true,427
2020-12-31,Thursday,12,53,31,false,true,1363
2021-01-01,Friday,1,1,1,false,true,356
2021-01-02,Saturday,1,1,2,true,false,33
2021-01-03,Sunday,1,2,3,true,false,4
2021-01-04,Monday,1,2,4,false,true,659
2021-01-05,Tuesday,1,2,5,false,true,1081
2021-01-06,Wednesday,1,2,6,false,false,261
2021-01-07,Thursday,1,2,7,false,true,1484
2021-01-08,Friday,1,2,8,false,false,640
2021-01-09,Saturday,1,2,9,true,false,4
2021-01-10,Sunday,1,3,10,true,false,5
2021-01-11,Monday,1,3,11,false,true,513
2021-01-12,Tuesday,1,3,12,false,false,1099
2021-01-13,Wednesday,1,3,13,false,true,471
2021-01-14,Thursday,1,3,14,false,true,1697
2021-01-15,Friday,1,3,15,false,true,620
2021-01-16,Saturday,1,3,16,true,false,26
2021-01-17,Sunday,1,4,17,true,false,3
2021-01-18,Monday,1,4,18,false,true,605
2021-01-19,Tuesday,1,4,19,false,false,1266
2021-01-20,Wednesday,1,4,20,false,false,462
2021-01-21,Thursday,1,4,21,false,true,1372
2021-01-22,Friday,1,4,22,false,true,351
2021-01-23,Saturday,1,4,23,true,false,12
2021-01-24,Sunday,1,5,24,true,false,4
2021-01-25,Monday,1,5,25,false,true,595
2021-01-26,Tuesday,1,5,26,false,true,1066
2021-01-27,Wednesday,1,5,27,false,true,431
2021-01-28,Thursday,1,5,28,false,true,1410
2021-01-29,Friday,1,5,29,false,false,538
2021-01-30,Saturday,1,5,30,true,false,31
2021-01-31,Sunday,1,6,31,true,false,3
2021-02-01,Monday,2,6,1,false,true,385
2021-02-02,Tuesday,2,6,2,false,true,1627
2021-02-03,Wednesday,2,6,3,false,true,666
2021-02-04,Thursday,2,6,4,false,true,1602
